y_field,match,match_norm,game_date,question_number,question,question_type,target_team,target_player,line,crowd_percent,submitted_percent,result,actual_rbp,source_batch,has_market_context,favorite_team,underdog_team,favorite_win_prob,underdog_win_prob,favorite_gap,target_team_win_prob,target_is_favorite,target_is_underdog,target_is_neutral_or_unknown,target_role_bucket,match_total_over_2_5_prob,btts_prob,halftime_draw_prob,target_team_implied_strength,is_player_prop,is_team_prop,is_match_prop,is_compound_question,is_second_half_question,is_halftime_question,is_threshold_question,threshold_line,is_fouls_question,is_cards_question,is_sot_question,is_corners_question,is_offsides_question,is_goal_question,is_penalty_question,is_favorite_dominance_question,is_underdog_activity_question,target_player_present
0.64,Australia vs Turkey,Australia vs Turkey,2026-06-14,Q4,Will Türkiye finish with more corner kicks than Australia?,team_more_corners_full,nan,nan,,64,,Yes,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,1,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,1
0.41,Australia vs Turkey,Australia vs Turkey,2026-06-14,Q5,Will Orkun Kökçü have at least 1 shot on target in the second half?,player_sot_2h_over,nan,nan,,41,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,1,0,0,0,1,0,1,,0,0,1,0,0,0,0,0,1,1
0.38,Australia vs Turkey,Australia vs Turkey,2026-06-14,Q6,Will both teams score AND the match have 3 or more total goals?,compound_btts_over_2_5,nan,nan,,38,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,0,1,1,0,0,1,,0,0,0,0,0,1,0,0,0,1
0.26,Australia vs Turkey,Australia vs Turkey,2026-06-14,Q7,Will Australia win the match?,team_win,nan,nan,,26,,Yes,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,1
0.6,Australia vs Turkey,Australia vs Turkey,2026-06-14,Q8,Will Türkiye score in the second half?,team_score_2h,nan,nan,,60,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,1,0,0,1,0,0,,0,0,0,0,0,1,0,0,1,1
0.51,Australia vs Turkey,Australia vs Turkey,2026-06-14,Q9,Will there be 4 or more total cards shown?,total_cards_over,nan,nan,,51,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,0,1,0,0,0,1,,0,1,0,0,0,0,0,0,0,1
0.39,Germany vs Curaçao,Germany vs Curaçao,2026-06-14,Q1,Will Curaçao be caught offside 2 or more times?,team_offsides_over,nan,nan,,39,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,1,0,0,0,0,1,,0,0,0,0,1,0,0,0,0,1
0.84,Germany vs Curaçao,Germany vs Curaçao,2026-06-14,Q2,"In the second half, will Germany have more shots on target than Curaçao?",team_more_sot_2h,nan,nan,,84,,Yes,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,1,0,0,1,0,0,,0,0,1,0,0,0,0,0,0,1
0.66,Germany vs Curaçao,Germany vs Curaçao,2026-06-14,Q3,Will Curaçao commit more fouls than Germany?,team_more_fouls,nan,nan,,66,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,1,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,1
0.61,Germany vs Curaçao,Germany vs Curaçao,2026-06-14,Q4,Will Curaçao receive more cards than Germany?,team_more_cards,nan,nan,,61,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,1,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,1
0.54,Germany vs Curaçao,Germany vs Curaçao,2026-06-14,Q5,Will Germany be caught offside 2 or more times?,team_offsides_over,nan,nan,,54,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,1,0,0,0,0,1,,0,0,0,0,1,0,0,0,0,1
0.92,Germany vs Curaçao,Germany vs Curaçao,2026-06-14,Q6,Will Germany win the match?,team_win,nan,nan,,92,,Yes,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,1
0.25,Germany vs Curaçao,Germany vs Curaçao,2026-06-14,Q7,Will the match have 2 or fewer total goals?,match_total_under,nan,nan,,25,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,0,1,0,0,0,1,,0,0,0,0,0,1,0,0,0,1
0.6,Germany vs Curaçao,Germany vs Curaçao,2026-06-14,Q8,Will the second half have 2 or more total goals?,second_half_goals_over,nan,nan,,60,,Yes,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,0,1,0,1,0,1,,0,0,0,0,0,1,0,0,0,1
0.32,Germany vs Curaçao,Germany vs Curaçao,2026-06-14,Q9,Will Curaçao have 3 or more shots on target?,team_sot_over,nan,nan,,32,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,1,0,0,0,0,1,,0,0,1,0,0,0,0,0,1,1
0.32,Germany vs Curaçao,Germany vs Curaçao,2026-06-14,Q10,Will Leandro Bacuna have at least 1 shot on target?,player_sot_over,nan,nan,,32,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,1,0,0,0,0,0,1,,0,0,1,0,0,0,0,0,1,1
0.49,Netherlands vs Japan,Netherlands vs Japan,2026-06-14,Q1,Will Japan commit more fouls than Netherlands?,team_more_fouls,nan,nan,,49,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,1,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,1
0.54,Netherlands vs Japan,Netherlands vs Japan,2026-06-14,Q2,Will Netherlands be caught offside 2 or more times?,team_offsides_over,nan,nan,,54,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,1,0,0,0,0,1,,0,0,0,0,1,0,0,0,0,1
0.76,Netherlands vs Japan,Netherlands vs Japan,2026-06-14,Q3,Will both teams have at least 1 shot on target in the second half?,both_teams_sot_2h_1plus,nan,nan,,76,,Yes,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,0,1,0,1,0,1,,0,0,1,0,0,0,0,0,0,1
0.44,Netherlands vs Japan,Netherlands vs Japan,2026-06-14,Q4,Will both teams score AND the match have 3 or more total goals?,compound_btts_over_2_5,nan,nan,,44,,Yes,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,0,1,1,0,0,1,,0,0,0,0,0,1,0,0,0,1
0.43,Netherlands vs Japan,Netherlands vs Japan,2026-06-14,Q5,Will Japan receive more cards than Netherlands?,team_more_cards,nan,nan,,43,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,1,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,1
0.53,Netherlands vs Japan,Netherlands vs Japan,2026-06-14,Q6,Will Netherlands win the match?,team_win,nan,nan,,53,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,1
0.5,Netherlands vs Japan,Netherlands vs Japan,2026-06-14,Q7,Will Japan score in the second half?,team_score_2h,nan,nan,,50,,Yes,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,1,0,0,1,0,0,,0,0,0,0,0,1,0,0,1,1
0.56,Netherlands vs Japan,Netherlands vs Japan,2026-06-14,Q8,Will there be 8 or more total shots on target?,match_total_sot_over,nan,nan,,56,,Yes,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,0,1,0,0,0,1,,0,0,1,0,0,0,0,0,0,1
0.61,Netherlands vs Japan,Netherlands vs Japan,2026-06-14,Q9,Will Cody Gakpo have at least 1 shot on target?,player_sot_over,nan,nan,,61,,Yes,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,1,0,0,0,0,0,1,,0,0,1,0,0,0,0,0,1,1
0.36,Netherlands vs Japan,Netherlands vs Japan,2026-06-14,Q10,Will Takefusa Kubo score or assist a goal (excluding own goals)?,player_goal_or_assist,nan,nan,,36,,Yes,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,1,1
0.52,Ivory Coast vs Ecuador,Ivory Coast vs Ecuador,2026-06-14,Q1,Will Ecuador commit more fouls than Ivory Coast?,team_more_fouls,nan,nan,,52,,Yes,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,1,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,1
0.48,Ivory Coast vs Ecuador,Ivory Coast vs Ecuador,2026-06-14,Q2,"At halftime, will Ecuador have more corner kicks than Ivory Coast?",team_more_corners_h1,nan,nan,,48,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,1,0,0,0,1,0,,0,0,0,1,0,0,0,0,0,1
0.49,Ivory Coast vs Ecuador,Ivory Coast vs Ecuador,2026-06-14,Q3,Will Ivory Coast be caught offside 2 or more times?,team_offsides_over,nan,nan,,49,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,1,0,0,0,0,1,,0,0,0,0,1,0,0,0,0,1
0.5,Ivory Coast vs Ecuador,Ivory Coast vs Ecuador,2026-06-14,Q4,Will Ecuador have more shots on target than Ivory Coast in the second half?,team_more_sot_2h,nan,nan,,50,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,1,0,0,1,0,0,,0,0,1,0,0,0,0,0,0,1
0.51,Ivory Coast vs Ecuador,Ivory Coast vs Ecuador,2026-06-14,Q5,Will the second half have more total goals than the first half?,second_half_more_goals,nan,nan,,51,,Yes,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,0,1,0,1,0,0,,0,0,0,0,0,1,0,0,0,1
0.34,Ivory Coast vs Ecuador,Ivory Coast vs Ecuador,2026-06-14,Q6,Will Ivory Coast win the match?,team_win,nan,nan,,34,,Yes,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,1
0.45,Ivory Coast vs Ecuador,Ivory Coast vs Ecuador,2026-06-14,Q7,Will Ivory Coast score in the second half?,team_score_2h,nan,nan,,45,,Yes,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,1,0,0,1,0,0,,0,0,0,0,0,1,0,0,1,1
0.52,Ivory Coast vs Ecuador,Ivory Coast vs Ecuador,2026-06-14,Q8,Will there be 4 or more total cards shown?,total_cards_over,nan,nan,,52,,Yes,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,0,1,0,0,0,1,,0,1,0,0,0,0,0,0,0,1
0.33,Ivory Coast vs Ecuador,Ivory Coast vs Ecuador,2026-06-14,Q9,Will Ibrahim Sangaré have at least 1 shot on target?,player_sot_over,nan,nan,,33,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,1,0,0,0,0,0,1,,0,0,1,0,0,0,0,0,1,1
0.34,Sweden vs Tunisia,Sweden vs Tunisia,2026-06-14,Q1,"At halftime, will Tunisia have more corner kicks than Sweden?",team_more_corners_h1,nan,nan,,34,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,1,0,0,0,1,0,,0,0,0,1,0,0,0,0,0,1
0.4,Sweden vs Tunisia,Sweden vs Tunisia,2026-06-14,Q2,Will Sweden commit more fouls than Tunisia?,team_more_fouls,nan,nan,,40,,Yes,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,1,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,1
0.51,Sweden vs Tunisia,Sweden vs Tunisia,2026-06-14,Q3,Will the second half have more total goals than the first half?,second_half_more_goals,nan,nan,,51,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,0,1,0,1,0,0,,0,0,0,0,0,1,0,0,0,1
0.31,Sweden vs Tunisia,Sweden vs Tunisia,2026-06-14,Q4,Will Sweden score the first goal of the game and Tunisia score in the second half?,compound_first_goal_score_2h,nan,nan,,31,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,0,1,1,1,0,0,,0,0,0,0,0,1,0,0,0,1
0.33,Sweden vs Tunisia,Sweden vs Tunisia,2026-06-14,Q5,Will Tunisia have more shots on target than Sweden in the second half?,team_more_sot_2h,nan,nan,,33,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,1,0,0,1,0,0,,0,0,1,0,0,0,0,0,0,1
0.37,Sweden vs Tunisia,Sweden vs Tunisia,2026-06-14,Q6,Will a penalty kick be awarded OR a red card be shown in the match?,penalty_or_red_card,nan,nan,,37,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,0,1,0,0,0,0,,0,1,0,0,0,0,1,0,0,1
0.59,Sweden vs Tunisia,Sweden vs Tunisia,2026-06-14,Q7,Will Sweden win the match?,team_win,nan,nan,,59,,Yes,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,1
0.44,Sweden vs Tunisia,Sweden vs Tunisia,2026-06-14,Q8,Will the match have 3 or more total goals?,match_total_over,nan,nan,,44,,Yes,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,0,1,0,0,0,1,,0,0,0,0,0,1,0,0,0,1
0.5,Sweden vs Tunisia,Sweden vs Tunisia,2026-06-14,Q9,Will Viktor Gyökeres score or assist a goal (excluding own goals)?,player_goal_or_assist,nan,nan,,50,,Yes,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,1,1
0.31,Sweden vs Tunisia,Sweden vs Tunisia,2026-06-14,Q10,Will Ellyes Skhiri have at least 1 shot on target?,player_sot_over,nan,nan,,31,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,1,0,0,0,0,0,1,,0,0,1,0,0,0,0,0,1,1
0.39,Spain vs Cape Verde,Spain vs Cape Verde,2026-06-15,Q1,Will Cape Verde be caught offside 2 or more times?,team_offsides_over,nan,nan,,39,,Yes,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,1,0,0,0,0,1,,0,0,0,0,1,0,0,0,0,1
0.79,Spain vs Cape Verde,Spain vs Cape Verde,2026-06-15,Q2,"In the second half, will Spain have more corner kicks than Cape Verde?",team_more_corners_2h,nan,nan,,79,,Yes,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,1,0,0,1,0,0,,0,0,0,1,0,0,0,0,0,1
0.63,Spain vs Cape Verde,Spain vs Cape Verde,2026-06-15,Q3,Will Cape Verde commit more fouls than Spain?,team_more_fouls,nan,nan,,63,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,1,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,1
0.84,Spain vs Cape Verde,Spain vs Cape Verde,2026-06-15,Q4,Will Spain have more shots on target than Cape Verde in the second half?,team_more_sot_2h,nan,nan,,84,,Yes,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,1,0,0,1,0,0,,0,0,1,0,0,0,0,0,0,1
0.41,Spain vs Cape Verde,Spain vs Cape Verde,2026-06-15,Q5,Will a penalty kick be awarded OR a red card be shown in the match?,penalty_or_red_card,nan,nan,,41,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,0,1,0,0,0,0,,0,1,0,0,0,0,1,0,0,1
0.33,Spain vs Cape Verde,Spain vs Cape Verde,2026-06-15,Q6,Will both teams score AND the match have 3 or more total goals?,compound_btts_over_2_5,nan,nan,,33,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,0,1,1,0,0,1,,0,0,0,0,0,1,0,0,0,1
0.92,Spain vs Cape Verde,Spain vs Cape Verde,2026-06-15,Q7,Will Spain win the match?,team_win,nan,nan,,92,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,1
0.7,Spain vs Cape Verde,Spain vs Cape Verde,2026-06-15,Q8,Will there be 8 or more total shots on target?,match_total_sot_over,nan,nan,,70,,Yes,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,0,1,0,0,0,1,,0,0,1,0,0,0,0,0,0,1
0.44,Spain vs Cape Verde,Spain vs Cape Verde,2026-06-15,Q9,Will Dani Olmo score or assist a goal (excluding own goals)?,player_goal_or_assist,nan,nan,,44,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,1,1
0.36,Spain vs Cape Verde,Spain vs Cape Verde,2026-06-15,Q10,Will Ryan Mendes have at least 1 shot on target?,player_sot_over,nan,nan,,36,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,1,0,0,0,0,0,1,,0,0,1,0,0,0,0,0,1,1
0.59,Belgium vs Egypt,Belgium vs Egypt,2026-06-15,Q1,Will Egypt commit more fouls than Belgium?,team_more_fouls,nan,nan,,59,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,1,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,1
0.58,Belgium vs Egypt,Belgium vs Egypt,2026-06-15,Q2,Will there be 2 or more total cards shown in the second half?,total_cards_over,nan,nan,,58,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,0,1,0,1,0,1,,0,1,0,0,0,0,0,0,0,1
0.41,Belgium vs Egypt,Belgium vs Egypt,2026-06-15,Q3,Will both teams score AND the match have 3 or more total goals?,compound_btts_over_2_5,nan,nan,,41,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,0,1,1,0,0,1,,0,0,0,0,0,1,0,0,0,1
0.31,Belgium vs Egypt,Belgium vs Egypt,2026-06-15,Q4,Will Egypt have more shots on target than Belgium in the second half?,team_more_sot_2h,nan,nan,,31,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,1,0,0,1,0,0,,0,0,1,0,0,0,0,0,0,1
0.64,Belgium vs Egypt,Belgium vs Egypt,2026-06-15,Q5,Will there be 4 or more total shots on target in the second half?,second_half_total_sot_over,nan,nan,,64,,Yes,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,0,1,0,1,0,1,,0,0,1,0,0,0,0,0,0,1
0.5,Belgium vs Egypt,Belgium vs Egypt,2026-06-15,Q6,Will Belgium be caught offside 2 or more times?,team_offsides_over,nan,nan,,50,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,1,0,0,0,0,1,,0,0,0,0,1,0,0,0,0,1
0.66,Belgium vs Egypt,Belgium vs Egypt,2026-06-15,Q7,Will Belgium win the match?,team_win,nan,nan,,66,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,1
0.42,Belgium vs Egypt,Belgium vs Egypt,2026-06-15,Q8,"At halftime, will the match be tied?",halftime_draw,nan,nan,,42,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,0,1,0,0,1,0,,0,0,0,0,0,0,0,0,0,1
0.44,Belgium vs Egypt,Belgium vs Egypt,2026-06-15,Q9,Will Youri Tielemans have at least 1 shot on target?,player_sot_over,nan,nan,,44,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,1,0,0,0,0,0,1,,0,0,1,0,0,0,0,0,1,1
0.26,Belgium vs Egypt,Belgium vs Egypt,2026-06-15,Q10,Will Mahmoud Trezeguet score or assist a goal (excluding own goals)?,player_goal_or_assist,nan,nan,,26,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,1,1
0.44,Saudi Arabia vs Uruguay,Saudi Arabia vs Uruguay,2026-06-15,Q1,Will Saudi Arabia be caught offside 2 or more times?,team_offsides_over,nan,nan,,44,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,1,0,0,0,0,1,,0,0,0,0,1,0,0,0,0,1
0.67,Saudi Arabia vs Uruguay,Saudi Arabia vs Uruguay,2026-06-15,Q2,Will both teams have at least 1 shot on target in the second half?,both_teams_sot_2h_1plus,nan,nan,,67,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,0,1,0,1,0,1,,0,0,1,0,0,0,0,0,0,1
0.49,Saudi Arabia vs Uruguay,Saudi Arabia vs Uruguay,2026-06-15,Q3,Will Saudi Arabia receive more cards than Uruguay?,team_more_cards,nan,nan,,49,,Yes,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,1,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,1
0.56,Saudi Arabia vs Uruguay,Saudi Arabia vs Uruguay,2026-06-15,Q4,Will Uruguay score more goals than Saudi Arabia in the second half?,team_more_goals_2h,nan,nan,,56,,Yes,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,1,0,0,1,0,0,,0,0,0,0,0,1,0,0,0,1
0.32,Saudi Arabia vs Uruguay,Saudi Arabia vs Uruguay,2026-06-15,Q5,Will a penalty kick be awarded in the match?,penalty_awarded,nan,nan,,32,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,0,1,0,0,0,0,,0,0,0,0,0,0,1,0,0,1
0.53,Saudi Arabia vs Uruguay,Saudi Arabia vs Uruguay,2026-06-15,Q6,Will Saudi Arabia commit more fouls than Uruguay?,team_more_fouls,nan,nan,,53,,Yes,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,1,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,1
0.67,Saudi Arabia vs Uruguay,Saudi Arabia vs Uruguay,2026-06-15,Q7,Will Uruguay have more shots on target than Saudi Arabia in the second half?,team_more_sot_2h,nan,nan,,67,,Yes,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,1,0,0,1,0,0,,0,0,1,0,0,0,0,0,0,1
0.18,Saudi Arabia vs Uruguay,Saudi Arabia vs Uruguay,2026-06-15,Q8,Will Saudi Arabia win the match?,team_win,nan,nan,,18,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,1
0.27,Saudi Arabia vs Uruguay,Saudi Arabia vs Uruguay,2026-06-15,Q9,Will Salem Al-Dawsari score or assist a goal (excluding own goals)?,player_goal_or_assist,nan,nan,,27,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,1,1
0.41,Saudi Arabia vs Uruguay,Saudi Arabia vs Uruguay,2026-06-15,Q10,Will Darwin Núñez score a goal (excluding own goals)?,player_goal,nan,nan,,41,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,1,1
0.61,Iran vs New Zealand,Iran vs New Zealand,2026-06-15,Q1,"At halftime, will both teams have at least 1 shot on target?",both_teams_sot_h1_1plus,nan,nan,,61,,Yes,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,0,1,0,0,1,1,,0,0,1,0,0,0,0,0,0,1
0.48,Iran vs New Zealand,Iran vs New Zealand,2026-06-15,Q2,Will Iran be caught offside 2 or more times?,team_offsides_over,nan,nan,,48,,Yes,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,1,0,0,0,0,1,,0,0,0,0,1,0,0,0,0,1
0.6,Iran vs New Zealand,Iran vs New Zealand,2026-06-15,Q3,"In the second half, will Iran have more shots on target than New Zealand?",team_more_sot_2h,nan,nan,,60,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,1,0,0,1,0,0,,0,0,1,0,0,0,0,0,0,1
