y_field,match,match_norm,game_date,question_number,question,question_type,target_team,target_player,line,crowd_percent,submitted_percent,result,actual_rbp,source_batch,has_market_context,favorite_team,underdog_team,favorite_win_prob,underdog_win_prob,favorite_gap,target_team_win_prob,target_is_favorite,target_is_underdog,target_is_neutral_or_unknown,target_role_bucket,match_total_over_2_5_prob,btts_prob,halftime_draw_prob,target_team_implied_strength,is_player_prop,is_team_prop,is_match_prop,is_compound_question,is_second_half_question,is_halftime_question,is_threshold_question,threshold_line,is_fouls_question,is_cards_question,is_sot_question,is_corners_question,is_offsides_question,is_goal_question,is_penalty_question,is_favorite_dominance_question,is_underdog_activity_question,target_player_present
0.37,Iran vs New Zealand,Iran vs New Zealand,2026-06-15,Q4,Will New Zealand finish with more corner kicks than Iran?,team_more_corners_full,nan,nan,,37,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,1,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,1
0.5,Iran vs New Zealand,Iran vs New Zealand,2026-06-15,Q5,Will Mehdi Taremi have at least 1 shot on target in the second half?,player_sot_2h_over,nan,nan,,50,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,1,0,0,0,1,0,1,,0,0,1,0,0,0,0,0,1,1
0.57,Iran vs New Zealand,Iran vs New Zealand,2026-06-15,Q6,Will Iran win the match?,team_win,nan,nan,,57,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,1
0.57,Iran vs New Zealand,Iran vs New Zealand,2026-06-15,Q7,Will the match have 2 or fewer total goals?,match_total_under,nan,nan,,57,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,0,1,0,0,0,1,,0,0,0,0,0,1,0,0,0,1
0.56,Iran vs New Zealand,Iran vs New Zealand,2026-06-15,Q8,Will Iran score in the second half?,team_score_2h,nan,nan,,56,,Yes,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,1,0,0,1,0,0,,0,0,0,0,0,1,0,0,1,1
0.47,Iran vs New Zealand,Iran vs New Zealand,2026-06-15,Q9,Will there be 4 or more total cards shown?,total_cards_over,nan,nan,,47,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,0,1,0,0,0,1,,0,1,0,0,0,0,0,0,0,1
0.22,Iran vs New Zealand,Iran vs New Zealand,2026-06-15,Q10,Will Ben Waine score or assist a goal (excluding own goals)?,player_goal_or_assist,nan,nan,,22,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,1,1
0.55,France vs Senegal,France vs Senegal,2026-06-16,Q1,Will France be caught offside 2 or more times?,team_offsides_over,nan,nan,,55,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,1,0,0,0,0,1,,0,0,0,0,1,0,0,0,0,1
0.65,France vs Senegal,France vs Senegal,2026-06-16,Q2,Will Senegal receive at least 1 card in the second half?,team_card_2h,nan,nan,,65,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,1,0,0,1,0,1,,0,1,0,0,0,0,0,0,0,1
0.45,France vs Senegal,France vs Senegal,2026-06-16,Q3,Will both teams score AND the match have 3 or more total goals?,compound_btts_over_2_5,nan,nan,,45,,Yes,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,0,1,1,0,0,1,,0,0,0,0,0,1,0,0,0,1
0.45,France vs Senegal,France vs Senegal,2026-06-16,Q4,Will Senegal be caught offside 2 or more times?,team_offsides_over,nan,nan,,45,,Yes,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,1,0,0,0,0,1,,0,0,0,0,1,0,0,0,0,1
0.72,France vs Senegal,France vs Senegal,2026-06-16,Q5,Will France have more shots on target than Senegal in the second half?,team_more_sot_2h,nan,nan,,72,,Yes,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,1,0,0,1,0,0,,0,0,1,0,0,0,0,0,0,1
0.71,France vs Senegal,France vs Senegal,2026-06-16,Q6,Will France win the match?,team_win,nan,nan,,71,,Yes,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,1
0.56,France vs Senegal,France vs Senegal,2026-06-16,Q7,"At halftime, will France be winning?",halftime_team_winning,nan,nan,,56,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,1,0,0,0,1,0,,0,0,0,0,0,0,0,1,0,1
0.42,France vs Senegal,France vs Senegal,2026-06-16,Q8,Will Senegal have 4 or more shots on target?,team_sot_over,nan,nan,,42,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,1,0,0,0,0,1,,0,0,1,0,0,0,0,0,1,1
0.64,France vs Senegal,France vs Senegal,2026-06-16,Q9,Will France score in the first half?,team_score_1h,nan,nan,,64,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,1,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,1
0.3,France vs Senegal,France vs Senegal,2026-06-16,Q10,Will Sadio Mané score a goal (excluding own goals)?,player_goal,nan,nan,,30,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,1,1
0.38,Iraq vs Norway,Iraq vs Norway,2026-06-16,Q1,Will Norway commit more fouls than Iraq?,team_more_fouls,nan,nan,,38,,Yes,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,1,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,1
0.52,Iraq vs Norway,Iraq vs Norway,2026-06-16,Q2,Will Norway be caught offside 2 or more times?,team_offsides_over,nan,nan,,52,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,1,0,0,0,0,1,,0,0,0,0,1,0,0,0,0,1
0.24,Iraq vs Norway,Iraq vs Norway,2026-06-16,Q3,Will Iraq have more shots on target than Norway in the second half?,team_more_sot_2h,nan,nan,,24,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,1,0,0,1,0,0,,0,0,1,0,0,0,0,0,0,1
0.38,Iraq vs Norway,Iraq vs Norway,2026-06-16,Q4,Will a penalty kick be awarded OR a red card be shown in the match?,penalty_or_red_card,nan,nan,,38,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,0,1,0,0,0,0,,0,1,0,0,0,0,1,0,0,1
0.66,Iraq vs Norway,Iraq vs Norway,2026-06-16,Q5,Will there be 4 or more total shots on target in the second half?,second_half_total_sot_over,nan,nan,,66,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,0,1,0,1,0,1,,0,0,1,0,0,0,0,0,0,1
0.43,Iraq vs Norway,Iraq vs Norway,2026-06-16,Q6,Will Iraq score at least 1 goal?,team_score_any,nan,nan,,43,,Yes,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,1,0,0,0,0,1,,0,0,0,0,0,1,0,0,1,1
0.7,Iraq vs Norway,Iraq vs Norway,2026-06-16,Q7,Will Norway score in the second half?,team_score_2h,nan,nan,,70,,Yes,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,1,0,0,1,0,0,,0,0,0,0,0,1,0,0,1,1
0.43,Iraq vs Norway,Iraq vs Norway,2026-06-16,Q8,Will Iraq have 3 or more shots on target?,team_sot_over,nan,nan,,43,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,1,0,0,0,0,1,,0,0,1,0,0,0,0,0,1,1
0.22,Iraq vs Norway,Iraq vs Norway,2026-06-16,Q9,Will Mohanad Ali score or assist a goal (excluding own goals)?,player_goal_or_assist,nan,nan,,22,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,1,1
0.55,Iraq vs Norway,Iraq vs Norway,2026-06-16,Q10,Will the match have 3 or more total goals?,match_total_over,nan,nan,,55,,Yes,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,0,1,0,0,0,1,,0,0,0,0,0,1,0,0,0,1
0.59,Argentina vs Algeria,Argentina vs Algeria,2026-06-16,Q1,Will Algeria commit more fouls than Argentina?,team_more_fouls,nan,nan,,59,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,1,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,1
0.53,Argentina vs Algeria,Argentina vs Algeria,2026-06-16,Q2,Will Argentina be caught offside 2 or more times?,team_offsides_over,nan,nan,,53,,Yes,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,1,0,0,0,0,1,,0,0,0,0,1,0,0,0,0,1
0.65,Argentina vs Algeria,Argentina vs Algeria,2026-06-16,Q3,Will there be 4 or more total shots on target in the second half?,second_half_total_sot_over,nan,nan,,65,,Yes,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,0,1,0,1,0,1,,0,0,1,0,0,0,0,0,0,1
0.3,Argentina vs Algeria,Argentina vs Algeria,2026-06-16,Q4,Will Argentina score the first goal of the game and Algeria score in the second half?,compound_first_goal_score_2h,nan,nan,,30,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,0,1,1,1,0,0,,0,0,0,0,0,1,0,0,0,1
0.45,Argentina vs Algeria,Argentina vs Algeria,2026-06-16,Q5,Will Algeria have 2 or more shots on target in the second half?,team_sot_2h_over,nan,nan,,45,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,1,0,0,1,0,1,,0,0,1,0,0,0,0,0,1,1
0.4,Argentina vs Algeria,Argentina vs Algeria,2026-06-16,Q6,Will a penalty kick be awarded OR a red card be shown?,penalty_or_red_card,nan,nan,,40,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,0,1,0,0,0,0,,0,1,0,0,0,0,1,0,0,1
0.75,Argentina vs Algeria,Argentina vs Algeria,2026-06-16,Q7,Will Argentina win the match?,team_win,nan,nan,,75,,Yes,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,1
0.52,Argentina vs Algeria,Argentina vs Algeria,2026-06-16,Q8,Will the match have 3 or more total goals?,match_total_over,nan,nan,,52,,Yes,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,0,1,0,0,0,1,,0,0,0,0,0,1,0,0,0,1
0.63,Argentina vs Algeria,Argentina vs Algeria,2026-06-16,Q9,Will Argentina score in the first half?,team_score_1h,nan,nan,,63,,Yes,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,1,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,1
0.42,Argentina vs Algeria,Argentina vs Algeria,2026-06-16,Q10,Will Riyad Mahrez have at least 1 shot on target?,player_sot_over,nan,nan,,42,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,1,0,0,0,0,0,1,,0,0,1,0,0,0,0,0,1,1
0.72,Austria vs Jordan,Austria vs Jordan,2026-06-17,Q1,Will Austria win the match?,team_win,nan,nan,,72,,Yes,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,1
0.58,Austria vs Jordan,Austria vs Jordan,2026-06-17,Q2,Will Jordan commit more fouls than Austria?,team_more_fouls,nan,nan,,58,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,1,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,1
0.27,Austria vs Jordan,Austria vs Jordan,2026-06-17,Q3,Will Jordan have more shots on target than Austria in the second half?,team_more_sot_2h,nan,nan,,27,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,1,0,0,1,0,0,,0,0,1,0,0,0,0,0,0,1
0.48,Austria vs Jordan,Austria vs Jordan,2026-06-17,Q4,Will the match have 2 or fewer total goals?,match_total_under,nan,nan,,48,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,0,1,0,0,0,1,,0,0,0,0,0,1,0,0,0,1
0.65,Austria vs Jordan,Austria vs Jordan,2026-06-17,Q5,Will Austria score in the second half?,team_score_2h,nan,nan,,65,,Yes,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,1,0,0,1,0,0,,0,0,0,0,0,1,0,0,1,1
0.28,Austria vs Jordan,Austria vs Jordan,2026-06-17,Q6,Will Jordan finish with more corner kicks than Austria?,team_more_corners_full,nan,nan,,28,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,1,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,1
0.44,Austria vs Jordan,Austria vs Jordan,2026-06-17,Q7,Will there be 4 or more total cards shown?,total_cards_over,nan,nan,,44,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,0,1,0,0,0,1,,0,1,0,0,0,0,0,0,0,1
0.5,Austria vs Jordan,Austria vs Jordan,2026-06-17,Q8,Will Austria have 6 or more shots on target?,team_sot_over,nan,nan,,50,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,1,0,0,0,0,1,,0,0,1,0,0,0,0,0,1,1
0.57,Austria vs Jordan,Austria vs Jordan,2026-06-17,Q9,Will Marcel Sabitzer have at least 1 shot on target?,player_sot_over,nan,nan,,57,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,1,0,0,0,0,0,1,,0,0,1,0,0,0,0,0,1,1
0.42,Austria vs Jordan,Austria vs Jordan,2026-06-17,Q10,Will Mousa Al-Taamari have at least 1 shot on target?,player_sot_over,nan,nan,,42,,Yes,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,1,0,0,0,0,0,1,,0,0,1,0,0,0,0,0,1,1
0.61,Portugal vs DR Congo,Portugal vs DR Congo,2026-06-17,Q1,Will DR Congo commit more fouls than Portugal?,team_more_fouls,nan,nan,,61,,Yes,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,1,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,1
0.75,Portugal vs DR Congo,Portugal vs DR Congo,2026-06-17,Q2,"In the second half, will Portugal have more shots on target than DR Congo?",team_more_sot_2h,nan,nan,,75,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,1,0,0,1,0,0,,0,0,1,0,0,0,0,0,0,1
0.53,Portugal vs DR Congo,Portugal vs DR Congo,2026-06-17,Q3,Will the second half have more goals than the first half?,second_half_more_goals,nan,nan,,53,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,0,1,0,1,0,0,,0,0,0,0,0,1,0,0,0,1
0.39,Portugal vs DR Congo,Portugal vs DR Congo,2026-06-17,Q4,Will a penalty kick be awarded OR a red card be shown?,penalty_or_red_card,nan,nan,,39,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,0,1,0,0,0,0,,0,1,0,0,0,0,1,0,0,1
0.36,Portugal vs DR Congo,Portugal vs DR Congo,2026-06-17,Q5,Will both teams score AND the match have 3 or more total goals?,compound_btts_over_2_5,nan,nan,,36,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,0,1,1,0,0,1,,0,0,0,0,0,1,0,0,0,1
0.8,Portugal vs DR Congo,Portugal vs DR Congo,2026-06-17,Q6,Will Portugal win the match?,team_win,nan,nan,,80,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,1
0.31,Portugal vs DR Congo,Portugal vs DR Congo,2026-06-17,Q7,Will DR Congo have 4 or more shots on target?,team_sot_over,nan,nan,,31,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,1,0,0,0,0,1,,0,0,1,0,0,0,0,0,1,1
0.54,Portugal vs DR Congo,Portugal vs DR Congo,2026-06-17,Q8,Will there be 5 or more total corner kicks in the second half?,second_half_corners_over,nan,nan,,54,,Yes,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,0,1,0,1,0,1,,0,0,0,1,0,0,0,0,0,1
0.31,Portugal vs DR Congo,Portugal vs DR Congo,2026-06-17,Q9,Will Gonçalo Ramos score a goal (excluding own goals)?,player_goal,nan,nan,,31,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,1,1
0.43,Portugal vs DR Congo,Portugal vs DR Congo,2026-06-17,Q10,Will Cédric Bakambu have at least 1 shot on target?,player_sot_over,nan,nan,,43,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,1,0,0,0,0,0,1,,0,0,1,0,0,0,0,0,1,1
0.35,England vs Croatia,England vs Croatia,2026-06-17,Q1,"At halftime, will Croatia have more corner kicks than England?",team_more_corners_h1,nan,nan,,35,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,1,0,0,0,1,0,,0,0,0,1,0,0,0,0,0,1
0.45,England vs Croatia,England vs Croatia,2026-06-17,Q2,Will Croatia be caught offside 2 or more times?,team_offsides_over,nan,nan,,45,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,1,0,0,0,0,1,,0,0,0,0,1,0,0,0,0,1
0.72,England vs Croatia,England vs Croatia,2026-06-17,Q3,Will both teams have at least 1 shot on target in the second half?,both_teams_sot_2h_1plus,nan,nan,,72,,Yes,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,0,1,0,1,0,1,,0,0,1,0,0,0,0,0,0,1
0.41,England vs Croatia,England vs Croatia,2026-06-17,Q4,Will both teams score AND the match have 3 or more total goals?,compound_btts_over_2_5,nan,nan,,41,,Yes,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,0,1,1,0,0,1,,0,0,0,0,0,1,0,0,0,1
0.36,England vs Croatia,England vs Croatia,2026-06-17,Q5,Will a penalty kick be awarded OR a red card be shown?,penalty_or_red_card,nan,nan,,36,,Yes,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,0,1,0,0,0,0,,0,1,0,0,0,0,1,0,0,1
0.43,England vs Croatia,England vs Croatia,2026-06-17,Q6,Will England commit more fouls than Croatia?,team_more_fouls,nan,nan,,43,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,1,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,1
0.59,England vs Croatia,England vs Croatia,2026-06-17,Q7,Will Harry Kane have at least 1 shot on target in the second half?,player_sot_2h_over,nan,nan,,59,,Yes,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,1,0,0,0,1,0,1,,0,0,1,0,0,0,0,0,1,1
0.62,England vs Croatia,England vs Croatia,2026-06-17,Q8,Will England have more shots on target than Croatia in the second half?,team_more_sot_2h,nan,nan,,62,,Yes,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,1,0,1,1,0,0,,0,0,1,0,0,0,0,0,0,1
0.6,England vs Croatia,England vs Croatia,2026-06-17,Q9,Will England win the match?,team_win,nan,nan,,60,,Yes,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,1
0.34,England vs Croatia,England vs Croatia,2026-06-17,Q10,Will Luka Sučić have at least 1 shot on target?,player_sot_over,nan,nan,,34,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,1,0,0,0,0,0,1,,0,0,1,0,0,0,0,0,1,1
0.48,Ghana vs Panama,Ghana vs Panama,2026-06-17,Q1,Will Ghana commit more fouls than Panama?,team_more_fouls,nan,nan,,48,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,1,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,1
0.44,Ghana vs Panama,Ghana vs Panama,2026-06-17,Q2,Will Panama be caught offside 2 or more times?,team_offsides_over,nan,nan,,44,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,1,0,0,0,0,1,,0,0,0,0,1,0,0,0,0,1
0.34,Ghana vs Panama,Ghana vs Panama,2026-06-17,Q3,Will Panama score the first goal of the second half?,team_score_first_2h,nan,nan,,34,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,1,0,0,1,0,0,,0,0,0,0,0,1,0,0,0,1
0.46,Ghana vs Panama,Ghana vs Panama,2026-06-17,Q4,Will Panama receive more cards than Ghana?,team_more_cards,nan,nan,,46,,Yes,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,1,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,1
0.54,Ghana vs Panama,Ghana vs Panama,2026-06-17,Q5,Will Ghana have more shots on target than Panama in the second half?,team_more_sot_2h,nan,nan,,54,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,1,0,0,1,0,0,,0,0,1,0,0,0,0,0,0,1
0.48,Ghana vs Panama,Ghana vs Panama,2026-06-17,Q6,Will Ghana win the match?,team_win,nan,nan,,48,,Yes,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,1
0.4,Ghana vs Panama,Ghana vs Panama,2026-06-17,Q7,Will the second half have 2 or more total goals?,second_half_goals_over,nan,nan,,40,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,0,1,0,1,0,1,,0,0,0,0,0,1,0,0,0,1
0.66,Ghana vs Panama,Ghana vs Panama,2026-06-17,Q8,Will Ghana have 3 or more shots on target?,team_sot_over,nan,nan,,66,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,1,0,0,0,0,1,,0,0,1,0,0,0,0,0,1,1
0.56,Ghana vs Panama,Ghana vs Panama,2026-06-17,Q9,Will Antoine Semenyo have at least 1 shot on target?,player_sot_over,nan,nan,,56,,Yes,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,1,0,0,0,0,0,1,,0,0,1,0,0,0,0,0,1,1
0.39,Ghana vs Panama,Ghana vs Panama,2026-06-17,Q10,Will José Fajardo have at least 1 shot on target?,player_sot_over,nan,nan,,39,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,1,0,0,0,0,0,1,,0,0,1,0,0,0,0,0,1,1
0.42,Uzbekistan vs Colombia,Uzbekistan vs Colombia,2026-06-17,Q1,Will Uzbekistan be caught offside 2 or more times?,team_offsides_over,nan,nan,,42,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,1,0,0,0,0,1,,0,0,0,0,1,0,0,0,0,1
0.69,Uzbekistan vs Colombia,Uzbekistan vs Colombia,2026-06-17,Q2,Will Colombia have more shots on target than Uzbekistan in the second half?,team_more_sot_2h,nan,nan,,69,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,1,0,0,1,0,0,,0,0,1,0,0,0,0,0,0,1
0.37,Uzbekistan vs Colombia,Uzbekistan vs Colombia,2026-06-17,Q3,Will a penalty kick be awarded OR a red card be shown in the match?,penalty_or_red_card,nan,nan,,37,,No,,raw_paste_collected_in_chat,0,,,,,,,0,0,1,unknown,,,,,0,0,1,0,0,0,0,,0,1,0,0,0,0,1,0,0,1
